gene,importance,mean_non_msi_h,mean_msi_h,higher_in
TNFRSF13C,0.00011983874607272762,3.829373657324114,4.250725188936044,MSI-H
AGR2,0.00011978292844370074,9.786384973092389,11.05378639709277,MSI-H
CD22,0.00011957397338020158,3.8675746950284444,3.8069156066648735,Non-MSI-H
PLA2G2F,0.0001192433567836867,2.2387522649787264,1.8795072535056616,Non-MSI-H
LINC00654,0.00011862315795181861,5.110817357210531,3.74056677196577,Non-MSI-H
FZD3,0.00011832816729871246,6.1635797910248025,6.350905091783638,MSI-H
LOC107985688,0.00011744899710568295,2.39434276939833,2.0042662545880883,Non-MSI-H
BMP5,0.00011650270280792314,3.782154468346462,2.2312094816075505,Non-MSI-H
LOC100506497,0.0001162046220950717,2.050434896970997,2.0238755974799694,Non-MSI-H
IGF2BP3,0.00011513933512267555,3.1717782509056778,4.429765757808784,MSI-H
SCN8A,0.00011497272359233303,4.782529624425027,4.258280392811289,Non-MSI-H
HOXD4,0.00011290755428053989,1.8774538530083305,2.1417213462759594,MSI-H
IGKV1-5,0.00011267745059524004,6.66168649888642,6.749969830171967,MSI-H
FLNC,0.00011263018843030551,6.732027652569716,7.121233316667869,MSI-H
C2CD4B,0.00011204455335915852,4.895566582387952,4.822007565687216,Non-MSI-H
VGF,0.00011180447069955922,4.326086586749899,4.11561858209231,Non-MSI-H
LINC02345,0.0001105111932051404,1.9563208669384646,2.7696318785817837,MSI-H
TPSB2,0.00010867749999681301,4.794827383801588,4.7057864883901175,Non-MSI-H
STYXL2,0.00010364770834916842,5.059272642794561,3.5127413645640275,Non-MSI-H
PABPC4L,0.00010292409385563506,2.629757454686808,2.392948612411966,Non-MSI-H
SLFN11,0.00010058821243316014,5.718656450344765,6.05097941734339,MSI-H
COL9A2,8.944692385218732e-05,5.960615039766377,6.163825682093215,MSI-H
RASL10B,8.816420309212832e-05,4.209842976288002,3.1129492470562923,Non-MSI-H
ZNF675,8.611287810263554e-05,5.566147369078311,5.183524736467872,Non-MSI-H
SNORD12B,8.423999996688332e-05,2.0078177460280715,1.623199415011829,Non-MSI-H
LINC01213,8.380945813027532e-05,1.3641653477049702,0.31817649207588783,Non-MSI-H
IGSF1,8.110129021883403e-05,2.415765982864917,2.2294612004948955,Non-MSI-H
RPL18P13,8.043270521858935e-05,1.677510021106067,1.7036967024824294,MSI-H
KLK2,7.78489210758793e-05,1.1614685720162095,1.0518188876933605,Non-MSI-H
LCP1,7.747867487518035e-05,7.423860077766647,7.917132266420007,MSI-H
MS4A12,7.71057440348286e-05,3.935551173788861,2.589250680265006,Non-MSI-H
STMN2,7.663432585141281e-05,3.91090154810045,2.8490915818125457,Non-MSI-H
HMGA2-AS1,7.650774914202058e-05,2.6447997930214058,2.460926421275899,Non-MSI-H
CREG2,7.650162813034451e-05,2.8342606601781264,3.4372380539576812,MSI-H
BTNL8,7.630235085681954e-05,5.091889203101721,5.019829794969122,Non-MSI-H
LRRN1,7.373667886566262e-05,3.6321366133598647,2.3658075633864093,Non-MSI-H
SLC38A3,7.363228039172373e-05,2.867805674105517,1.3409578194721867,Non-MSI-H
CRB2,7.203284133391525e-05,5.270994155358162,4.122445005815512,Non-MSI-H
CHROMR,6.799224065974296e-05,4.402971700502579,4.138200263705017,Non-MSI-H
NAP1L3,6.560428619213782e-05,3.2547982998054454,2.923108407988054,Non-MSI-H
TFPI,6.533023406702915e-05,6.095375713394551,6.150066995509224,MSI-H
ANTXR1,6.263599197426027e-05,7.841484511851417,7.72358704745717,Non-MSI-H
IGHV2-70,6.14602541325633e-05,3.062008421007336,3.647806065174178,MSI-H
STAC2,5.8374112426927035e-05,1.4299745150529062,1.2820881111324924,Non-MSI-H
SIRPA,5.4986820444665234e-05,6.8479606512247955,7.017441609368109,MSI-H
UGT2B17,5.458764709733244e-05,5.018430800768616,4.547874920787871,Non-MSI-H
IGFL3,4.3933015522246365e-05,1.151336958571509,2.1520909616540065,MSI-H
KCNIP3,4.3424188578800914e-05,3.524404644104485,3.0635229322984454,Non-MSI-H
LINC00114,4.089701016405437e-05,3.402054077678951,3.000160702797041,Non-MSI-H
BCAS1,3.903647337401984e-05,6.852845330889277,6.620599616773273,Non-MSI-H
CCN3,3.8998510155617534e-05,4.734299454967354,4.768857411406313,MSI-H
KLK3,3.7560301356541744e-05,2.64526849188622,2.6395559832815874,Non-MSI-H
DDX3Y,0.0,4.054358329521111,3.7223310502005607,Non-MSI-H
GLIPR1,0.0,6.079930984935164,5.929003174844896,Non-MSI-H
IGHV1-46,0.0,5.147828233259256,5.22346957065428,MSI-H
MOGAT2,0.0,5.961371326709856,5.010784643272927,Non-MSI-H
ACSM3,0.0,6.276262106140926,5.847693210988913,Non-MSI-H
CPVL,0.0,6.085709351857816,6.240132221779989,MSI-H
UBXN10,0.0,6.213508816805098,6.3706263447656895,MSI-H
PODN,0.0,6.121331549259687,5.705162529237935,Non-MSI-H
HAS3,0.0,6.105139324799603,5.770974012716668,Non-MSI-H
HENMT1,0.0,6.5152187699769915,5.23599521508167,Non-MSI-H
ENPP2,0.0,6.064079536580578,6.0135978981189275,Non-MSI-H
ZEB1,0.0,6.094781587184823,5.8482944821818155,Non-MSI-H
FOSL1,0.0,6.014629634613723,6.295669602252231,MSI-H
HS6ST2,0.0,5.359087955326632,6.041655393841099,MSI-H
ACOX2,0.0,6.3159690629185,5.4060114453298045,Non-MSI-H
TMEM150B,0.0,6.337502447182896,5.355387450901326,Non-MSI-H
CD109,0.0,5.383133494725074,6.367112715446964,MSI-H
ZNF264,0.0,6.145951977808043,6.437175773778317,MSI-H
ITGAX,0.0,5.948891141702172,6.415805391421107,MSI-H
WDR72,0.0,5.526987534639818,5.259162299415015,Non-MSI-H
CBX2,0.0,6.189228317761682,6.08705276872127,Non-MSI-H
CNTNAP2,0.0,5.750330965202505,5.675366620571842,Non-MSI-H
KCNH2,0.0,6.166234004260779,5.59237167712213,Non-MSI-H
LIMCH1,0.0,6.03273740711281,6.296099832399869,MSI-H
RUNX3,0.0,6.046813178917702,6.126272746949691,MSI-H
RAMP1,0.0,5.26904550470474,6.719062088255916,MSI-H
NXPE1,0.0,5.465373741970603,5.098592178595987,Non-MSI-H
HMGB1P5,0.0,5.527442596523532,5.412727078757666,Non-MSI-H
NCKAP1L,0.0,6.0130846403443385,6.38143269229414,MSI-H
APOD,0.0,5.674425187482659,4.9878133359735015,Non-MSI-H
GABBR1,0.0,6.030435534222973,6.148719071728624,MSI-H
AMOTL1,0.0,5.935547580734193,5.8784276182671515,Non-MSI-H
MRC1,0.0,5.5507411500542085,6.212871670920133,MSI-H
XPNPEP2,0.0,5.645089503953838,3.4700866151493073,Non-MSI-H
BNIP3,0.0,5.894893777035193,5.68394831313825,Non-MSI-H
CACNA1C,0.0,6.1331401791827105,5.652107477409358,Non-MSI-H
DSC3,0.0,4.8099731422952425,4.596362209790279,Non-MSI-H
IGLV1-47,0.0,5.172179065987129,5.347173459966138,MSI-H
CKMT2,0.0,5.258415856276695,3.294808692451176,Non-MSI-H
RNU4-2,0.0,1.7477947898413957,1.4902297089560215,Non-MSI-H
SEMA3A,0.0,6.042311671539545,5.2336563396592055,Non-MSI-H
IGHV3-74,0.0,5.198721712602523,5.016189777254993,Non-MSI-H
OGFRL1,0.0,6.0443239544523895,6.445401270207972,MSI-H
CPM,0.0,6.080001997343577,6.000420318096163,Non-MSI-H
CHST15,0.0,5.965672147731038,6.364788963990338,MSI-H
PTGDS,0.0,5.85877345250995,5.642010410221838,Non-MSI-H
HLA-L,0.0,5.7508448550193245,5.837561722827662,MSI-H
HES2,0.0,6.143851861385351,5.947369648820908,Non-MSI-H
NXN,0.0,5.951288540225029,6.263356599285834,MSI-H
TXLNGY,0.0,3.745692420766341,3.3372970552701524,Non-MSI-H
LRRC15,0.0,5.795718506742293,5.5366241895679,Non-MSI-H
LINC00261,0.0,6.134978801435699,6.957062457285436,MSI-H
MFAP4,0.0,6.864431114042461,6.330857384281256,Non-MSI-H
CYBRD1,0.0,6.966946041856307,6.908026759352247,Non-MSI-H
GDPD5,0.0,7.078030679700879,6.326886938476828,Non-MSI-H
MATN2,0.0,6.887432827631869,7.17758663148306,MSI-H
GRIN2D,0.0,7.021855561923676,7.112949272668009,MSI-H
UNC13D,0.0,6.945233069180263,6.851639170288108,Non-MSI-H
HEG1,0.0,6.8808346760284,7.007088615307509,MSI-H
ST3GAL4,0.0,6.75765826188493,7.199317057556759,MSI-H
IYD,0.0,7.2480084121941335,6.037962097509837,Non-MSI-H
AKR1B10,0.0,5.562925438521854,5.23425047467638,Non-MSI-H
HEPACAM2,0.0,5.030102104280586,5.623041734297444,MSI-H
GPX8,0.0,6.081162208578366,6.302962457093193,MSI-H
ASRGL1,0.0,5.987665631219933,6.542429331479695,MSI-H
MSR1,0.0,5.633925745754717,6.330189399476364,MSI-H
EDNRA,0.0,5.932494297006432,5.701179815382638,Non-MSI-H
FRY,0.0,6.029318020568145,6.052148501801613,MSI-H
MAP1B,0.0,5.854276303129778,5.661776568288494,Non-MSI-H
MAFB,0.0,5.908585169036198,6.361923252438578,MSI-H
MPV17L,0.0,5.546866132714927,4.336984219259802,Non-MSI-H
PDZRN3,0.0,6.079993851303208,5.8887834594640385,Non-MSI-H
EPB41L3,0.0,5.776489036926431,5.8132346951632625,MSI-H
CCL21,0.0,5.378758926720439,5.391885352928689,MSI-H
NUDT12,0.0,6.150197924078536,5.494171028055012,Non-MSI-H
SIM2,0.0,6.101867059086371,5.874064090095805,Non-MSI-H
VCAM1,0.0,5.997414549968806,6.070858150047465,MSI-H
DHRS9,0.0,5.188584817390334,5.10044096173645,Non-MSI-H
GRM8,0.0,5.808508056936182,3.4813447734751883,Non-MSI-H
TMPRSS3,0.0,5.634352244730469,6.3238020998708295,MSI-H
SGO2,0.0,6.194068669242371,6.050165407537001,Non-MSI-H
MEG3,0.0,5.867590559197895,5.612187463514052,Non-MSI-H
LCK,0.0,5.782514561684929,6.494438715371955,MSI-H
KDM5D,0.0,3.936711778914844,3.6465903884269406,Non-MSI-H
CDA,0.0,5.925593758580169,5.618064516554939,Non-MSI-H
KRT5,0.0,2.48442527605577,2.469221265320811,Non-MSI-H
RETNLB,0.0,4.974127417570464,4.450367295749654,Non-MSI-H
CDKN2B,0.0,5.99720908074613,6.057464084805628,MSI-H
BASP1,0.0,5.9454280355465645,6.097975568236995,MSI-H
SDR16C5,0.0,5.181247248443141,6.670206922839061,MSI-H
DERL3,0.0,6.011553580923804,5.852807837744215,Non-MSI-H
IL10RA,0.0,5.859218569110407,6.337161611560487,MSI-H
MTCL1,0.0,5.7654829895554345,6.318612819994376,MSI-H
RPL10P9,0.0,5.255304970090557,4.930725784202601,Non-MSI-H
SLIT3,0.0,5.765653992700504,5.427721820948191,Non-MSI-H
RASAL1,0.0,5.721249500040034,6.151305036711544,MSI-H
TSPAN7,0.0,6.0397277276252765,5.488279565326126,Non-MSI-H
FIBCD1,0.0,4.900468484694036,5.598638543661446,MSI-H
NIBAN1,0.0,5.797807532174602,5.947268792089858,MSI-H
B3GNT6,0.0,4.376066987641851,4.843976703778814,MSI-H
GBP5,0.0,5.308428985019918,6.373983520766699,MSI-H
CD177,0.0,4.401092076281562,4.794347960382472,MSI-H
FRZB,0.0,6.009887325032136,5.20537218480629,Non-MSI-H
SCIN,0.0,5.793862625367943,5.820022866543721,MSI-H
KRT6A,0.0,3.2169873994118325,3.579086517178394,MSI-H
HLA-DOA,0.0,5.59200849536381,6.212748607383254,MSI-H
IGHV1-2,0.0,4.653986014365074,4.6423053123678635,Non-MSI-H
HBB,0.0,5.457230938168066,5.521619800946889,MSI-H
NR3C1,0.0,5.892234837625797,5.979512478137601,MSI-H
GUCA2A,0.0,5.399260773318607,3.8098441421354825,Non-MSI-H
LAMA2,0.0,5.729974849605462,5.540781994038779,Non-MSI-H
SHROOM2,0.0,6.072580144463475,4.743415185017618,Non-MSI-H
PRAC1,0.0,3.5527716081240945,1.8479988160465768,Non-MSI-H
FAP,0.0,5.5507503403991105,5.8455936662692,MSI-H
DSG3,0.0,4.531203238305815,4.759649609297105,MSI-H
MSX2,0.0,5.7108748418821875,5.482136060523991,Non-MSI-H
G0S2,0.0,5.802409551039308,5.993069542893729,MSI-H
PDE4B,0.0,5.8468054624347525,6.334789936282439,MSI-H
NR2F1,0.0,6.051176726767661,5.743509355793246,Non-MSI-H
SP5,0.0,5.788391293034852,5.328623088529524,Non-MSI-H
NCF2,0.0,5.716860129804497,6.452100118097942,MSI-H
CDIP1,0.0,6.030493314354118,5.5974760614332375,Non-MSI-H
IFI44L,0.0,5.203750539582525,5.622878110942523,MSI-H
ZNF117,0.0,5.995774559909045,5.441641689795256,Non-MSI-H
PITX2,0.0,6.162975916864058,5.3810812965720904,Non-MSI-H
SSC5D,0.0,5.559836215152248,5.404014544019769,Non-MSI-H
HSPA4L,0.0,5.589879103857745,6.620805030149648,MSI-H
HERC2P2,0.0,6.073448525123047,5.670655111386807,Non-MSI-H
SIDT1,0.0,5.904642192994411,6.383734137973356,MSI-H
ZNF618,0.0,5.774823224922747,6.707044053105082,MSI-H
SCAMP5,0.0,5.970536655914955,5.393287661914805,Non-MSI-H
FRMD6,0.0,5.738080874257257,5.950311421783738,MSI-H
HAAO,0.0,5.950901861635724,5.284908309166836,Non-MSI-H
CCL2,0.0,5.77542190816733,5.957055454516814,MSI-H
GLIS2,0.0,5.932705290417418,5.730285169486833,Non-MSI-H
NHS,0.0,5.883941619986712,5.806899328702502,Non-MSI-H
MTX3,0.0,5.987813272364365,6.0118118625998225,MSI-H
SLAMF7,0.0,5.602394417112074,6.176515284156436,MSI-H
STRA6,0.0,5.515342447263434,4.508060018352551,Non-MSI-H
IGHV3-11,0.0,4.931554513835744,5.044087885453263,MSI-H
SNRPN,0.0,5.8930403698823355,5.300580418558573,Non-MSI-H
PLXNC1,0.0,5.79868303604602,6.168970393513077,MSI-H
FAXDC2,0.0,6.065356961350989,5.221009697822604,Non-MSI-H
HSD17B2,0.0,5.568216891873827,6.033216867133699,MSI-H
GUCY1A1,0.0,5.65649404907467,5.646670057487552,Non-MSI-H
RASSF2,0.0,5.870698065997753,5.9779127401707814,MSI-H
SBSPON,0.0,5.2839951348302625,5.637885219457473,MSI-H
PKP1,0.0,5.600380154909943,4.505979901679493,Non-MSI-H
TSPAN18,0.0,5.919081884531665,5.658686283847719,Non-MSI-H
PTAFR,0.0,5.750677582665168,6.439133267930757,MSI-H
S100A2,0.0,5.420480460709793,4.94477548013611,Non-MSI-H
MGAT3,0.0,5.756956505373901,5.972184320071227,MSI-H
BAG2,0.0,5.6384095166525885,6.171281943877298,MSI-H
DMD,0.0,5.887112969735645,4.68787230708255,Non-MSI-H
GOLGA8A,0.0,5.680119436590745,5.507128449640884,Non-MSI-H
TPPP,0.0,5.700776973083779,5.825634352588944,MSI-H
KIF14,0.0,5.950789170325922,6.109100471294349,MSI-H
CRYBG3,0.0,5.831872929382373,6.0721220540880205,MSI-H
SPHK1,0.0,5.674890520176011,6.395743452564644,MSI-H
SULT1C2,0.0,5.4956272874688645,5.574847954413087,MSI-H
RPL17P6,0.0,5.266941357964726,5.463664460105609,MSI-H
MDFIC,0.0,5.8654195221781995,5.864418519076693,Non-MSI-H
GASK1B,0.0,7.016246537360032,6.747406991274382,Non-MSI-H
PROX1,0.0,7.153774105825331,6.414477635034448,Non-MSI-H
FBLN2,0.0,6.731327462333097,6.781716171826219,MSI-H
TACSTD2,0.0,6.284642215950458,5.930899362733006,Non-MSI-H
TCIM,0.0,7.0266102714610215,6.851324831593463,Non-MSI-H
CAMK1D,0.0,7.12391468382468,6.27627744117306,Non-MSI-H
IGLV2-14,0.0,6.148175077423832,6.421170972988106,MSI-H
IGLL5,0.0,6.15978666216925,6.228042978223509,MSI-H
STMN3,0.0,6.801867835151957,6.5517140037235695,Non-MSI-H
NRP1,0.0,6.9101145394716745,7.226359795956354,MSI-H
AMOT,0.0,7.190010133306693,6.71188741180071,Non-MSI-H
ITPR2,0.0,7.016246733130147,6.917695100368855,Non-MSI-H
COL7A1,0.0,6.8195046069294545,6.9401378220298815,MSI-H
MAP1A,0.0,5.840741970438572,5.67813277543039,Non-MSI-H
IGHV3-21,0.0,4.913949718183798,5.244569973058594,MSI-H
CEP290,0.0,6.018040464025713,5.675375489753315,Non-MSI-H
BCAT1,0.0,5.486987684487488,5.991603666514295,MSI-H
MZB1,0.0,5.443535394755437,5.3273501496151505,Non-MSI-H
IL2RB,0.0,5.7092642380660354,6.417183490880903,MSI-H
IFI44,0.0,5.644975266472849,5.992779522794057,MSI-H
LPL,0.0,5.619022153314864,4.883368249388659,Non-MSI-H
MAP7D2,0.0,5.052323479084347,3.077247882208333,Non-MSI-H
ADRA2A,0.0,5.703546670333637,5.1548353576335115,Non-MSI-H
CSF2RB,0.0,5.637941975927606,5.969795344332276,MSI-H
ALDH1A3,0.0,5.911684533742772,5.48665758455538,Non-MSI-H
SMAD9,0.0,5.686155721600059,5.554185693806744,Non-MSI-H
UGT2A3,0.0,5.0263877575110385,3.0035949879933295,Non-MSI-H
NRN1,0.0,5.089683498143306,5.752574444893508,MSI-H
MAB21L4,0.0,5.9052956238157215,3.995631896499119,Non-MSI-H
SACS,0.0,5.742801205104242,6.046065777056299,MSI-H
PPARGC1A,0.0,5.743704161963885,5.619056473311706,Non-MSI-H
CALCRL,0.0,5.785272027544316,5.6544181670892195,Non-MSI-H
DACT1,0.0,5.790288144607331,5.735206786503167,Non-MSI-H
CD40,0.0,5.725113878968557,6.061003027165934,MSI-H
PDGFC,0.0,5.798169495284801,5.699901720504063,Non-MSI-H
SRCIN1,0.0,5.964510470573028,5.193981526254042,Non-MSI-H
AKT3,0.0,5.75250737677825,5.645880371889396,Non-MSI-H
SLC3A1,0.0,5.9359378183303715,4.382330547599133,Non-MSI-H
ITGAL,0.0,5.695543778028807,6.107622410991235,MSI-H
PGM5,0.0,5.446847676992275,4.967573474258605,Non-MSI-H
GPD1,0.0,5.619280567600975,4.909529734959543,Non-MSI-H
TGFB3,0.0,5.4190371943975695,5.714326810498671,MSI-H
PHLDB2,0.0,5.586408818704705,5.6615812331479685,MSI-H
CHGA,0.0,4.212245057954556,3.484322859111914,Non-MSI-H
BTNL3,0.0,5.59461282038069,4.886205834289529,Non-MSI-H
IGLV4-69,0.0,4.661573815139211,4.8397602810452875,MSI-H
CEP170,0.0,5.738021930355894,6.083790862777885,MSI-H
LRRC31,0.0,5.967723789415259,5.03885966626213,Non-MSI-H
DOCK2,0.0,5.606858596880973,6.0493408111044635,MSI-H
DIO2,0.0,5.749202499244295,5.373260000743122,Non-MSI-H
GNB4,0.0,5.708566856555784,5.910443280699917,MSI-H
NTRK2,0.0,4.693369282205253,3.918876168591378,Non-MSI-H
PCSK5,0.0,5.767845639356017,6.026229012539909,MSI-H
CA4,0.0,4.417959048118076,3.1662529539294746,Non-MSI-H
CCDC68,0.0,5.666184624968359,6.425101328404359,MSI-H
C5AR1,0.0,5.643115874539111,6.085369410533021,MSI-H
NFASC,0.0,5.882351226266802,4.957770274314272,Non-MSI-H
CYP4F11,0.0,5.856185018408543,4.981250352929307,Non-MSI-H
P3H2,0.0,5.71015315334037,5.3474924257376975,Non-MSI-H
IL17RD,0.0,5.744654190705286,5.302326768300407,Non-MSI-H
NEURL1,0.0,5.2760568460662105,5.805118561768269,MSI-H
LILRB4,0.0,5.42028668950767,6.1351415113161245,MSI-H
RNF217,0.0,5.624430261483959,4.96975431018228,Non-MSI-H
MYRIP,0.0,5.824526119383851,4.683752451815801,Non-MSI-H
IGHV4-34,0.0,4.876781301442062,5.118549449618394,MSI-H
IGHV3-33,0.0,4.765071238261243,4.824439680106632,MSI-H
SKAP1,0.0,5.838013773572908,5.661326219058322,Non-MSI-H
PDE4C,0.0,5.51674465018152,5.591415882733987,MSI-H
SLITRK6,0.0,4.184314287486023,4.564098871201315,MSI-H
FYB1,0.0,5.509197168814504,5.8742748544551615,MSI-H
IFIT1,0.0,5.451233179367404,5.53790627282869,MSI-H
IGHV3-49,0.0,4.636523382250357,4.826363085366841,MSI-H
TMPRSS13,0.0,5.653157201764638,4.563679205058685,Non-MSI-H
CYP4X1,0.0,5.107395324575132,5.002773805231372,Non-MSI-H
SH3TC2,0.0,5.855670007122827,5.38272804995298,Non-MSI-H
CLMP,0.0,5.5560420709478855,5.693532552535096,MSI-H
MEF2C,0.0,5.771148375459618,5.510960049484258,Non-MSI-H
CRACD,0.0,5.655509751037069,6.2848160426449855,MSI-H
MPP6,0.0,5.734171212850861,5.615228186387058,Non-MSI-H
MFSD4A,0.0,5.787027007892193,5.596329339703359,Non-MSI-H
CHST3,0.0,5.748938864765962,5.741724861032876,Non-MSI-H
SMOC1,0.0,4.611632372644716,4.241290470870247,Non-MSI-H
THBS4,0.0,4.445843163505571,3.99506091145259,Non-MSI-H
GAU1,0.0,5.6178095409751325,5.163819135196905,Non-MSI-H
B4GALNT4,0.0,5.100924332932203,4.307652473489228,Non-MSI-H
SMO,0.0,5.802006017587459,5.240708159508291,Non-MSI-H
ZNF525,0.0,5.781899909731607,5.271307137437797,Non-MSI-H
RASD1,0.0,5.347102292718153,5.698177027301375,MSI-H
HOPX,0.0,5.504006070434172,5.648360759197142,MSI-H
IGLV2-8,0.0,4.796045648707255,4.77632845196725,Non-MSI-H
TG,0.0,5.557104975685174,3.937829498460244,Non-MSI-H
IGHV1-69D,0.0,4.5650689576874734,4.516702012634684,Non-MSI-H
ANKRD40CL,0.0,5.968869712961483,4.807915300740337,Non-MSI-H
FGFBP1,0.0,5.407243654953303,5.679701814049335,MSI-H
SLAMF8,0.0,5.480102288453875,6.143364348126004,MSI-H
VSIG4,0.0,5.301159247896138,6.06799284064515,MSI-H
ERV3-1,0.0,5.765007640244943,5.177939336808981,Non-MSI-H
CCDC88A,0.0,5.4554110381577035,5.787634881152986,MSI-H
SLCO4A1-AS1,0.0,5.400340250061408,5.009096728623786,Non-MSI-H
FAT4,0.0,5.62977418364767,5.102584856901689,Non-MSI-H
AFAP1-AS1,0.0,2.894862972763032,5.086584336167761,MSI-H
KIF26A,0.0,5.264942551160415,5.184953328210111,Non-MSI-H
ACAN,0.0,5.736116996132044,5.47538916931104,Non-MSI-H
N4BP2,0.0,5.748047095228152,5.986194442490118,MSI-H
CRYAB,0.0,5.60328008238216,5.142940816398315,Non-MSI-H
CHRDL2,0.0,4.487060723912683,4.000757164483274,Non-MSI-H
EIF1AY,0.0,3.4905896363103586,3.259887176476066,Non-MSI-H
TTC9,0.0,5.573599001901639,5.668346269774571,MSI-H
SLC24A3,0.0,5.636085452563671,5.388473362608256,Non-MSI-H
MOXD1,0.0,5.554655515824935,5.265548830162785,Non-MSI-H
SLC19A3,0.0,5.541871906177082,3.672536612217839,Non-MSI-H
PTGIS,0.0,5.0537537033380815,4.6959509290426915,Non-MSI-H
OAS2,0.0,6.756601317985453,7.567058813908165,MSI-H
MBOAT2,0.0,7.112946112341636,7.501587928583655,MSI-H
KLK1,0.0,6.973213685565404,6.990378086235681,MSI-H
IFI16,0.0,7.055470447763514,7.472285536023985,MSI-H
FNDC1,0.0,6.467596498073414,6.489124685398728,MSI-H
SPON1,0.0,6.539482827749538,7.045183504729344,MSI-H
WFDC2,0.0,6.5447998014124495,6.009881416100836,Non-MSI-H
PRSS2,0.0,3.8085655311775217,3.9715940088272976,MSI-H
PLXDC2,0.0,6.7947825539934215,7.1729712341499035,MSI-H
AK4,0.0,7.082558810148397,6.290377054865333,Non-MSI-H
BIRC3,0.0,6.884905565176919,7.439141574195717,MSI-H
LARGE2,0.0,7.087155341709909,6.527045692429113,Non-MSI-H
CRISPLD2,0.0,7.006911888686087,7.021490503313378,MSI-H
COL14A1,0.0,6.809878191608946,6.521378457216782,Non-MSI-H
IQGAP2,0.0,6.959230655404662,7.564562778621823,MSI-H
CA1,0.0,3.5242732312845537,2.7829169877930786,Non-MSI-H
CYP39A1,0.0,5.880143918823575,5.05938831103435,Non-MSI-H
GAL,0.0,5.267970045439338,4.341419113309255,Non-MSI-H
INHBB,0.0,5.340128375641139,4.521629195395612,Non-MSI-H
MYEF2,0.0,5.47771593808968,3.7268140842624256,Non-MSI-H
NEXN,0.0,5.310694344036543,5.358559744493269,MSI-H
ITGA4,0.0,5.575494151978333,5.681959191394503,MSI-H
ZNF844,0.0,5.710987370267273,5.553255545076236,Non-MSI-H
AKAP7,0.0,5.683148892285191,5.34854291943509,Non-MSI-H
LY6G6F-LY6G6D,0.0,5.023289733589069,0.9824279295630803,Non-MSI-H
PELI2,0.0,5.721263137956883,5.558115717742697,Non-MSI-H
BICC1,0.0,5.5855136460908685,5.443713667499619,Non-MSI-H
COL8A2,0.0,5.470383476709392,5.330206297808334,Non-MSI-H
HYAL1,0.0,5.038976472613979,5.803368893873122,MSI-H
FNDC10,0.0,5.694182094074032,5.276096080420726,Non-MSI-H
C7,0.0,4.755781957613865,4.2449657795607845,Non-MSI-H
GPR155,0.0,5.46790545184244,5.292996564501492,Non-MSI-H
SSPN,0.0,5.603684941098066,5.409594067182346,Non-MSI-H
MS4A7,0.0,5.3970168777325425,5.872634960277345,MSI-H
NTM,0.0,5.276918191375065,5.449805013133381,MSI-H
ADAMTSL2,0.0,5.752602162810831,4.791342336010138,Non-MSI-H
GALNT8,0.0,4.9956829703718935,5.193713206809211,MSI-H
WWC2,0.0,5.582711088321288,5.350389845649161,Non-MSI-H
FBXO2,0.0,5.015039360272344,4.4923288239166626,Non-MSI-H
PCDH7,0.0,5.390784270055504,5.38284847143712,Non-MSI-H
ZNF469,0.0,5.381091994013335,5.6755329820615,MSI-H
CPXM2,0.0,5.234102130210744,5.109871377441169,Non-MSI-H
RSAD2,0.0,5.344218060400538,5.672223883866405,MSI-H
CD200,0.0,5.480050882162355,5.897500274677087,MSI-H
RPL7P9,0.0,5.594739278911905,5.204441751217812,Non-MSI-H
CD37,0.0,5.457395085976774,5.765156408723416,MSI-H
EGR3,0.0,5.309629363736188,5.527511559761574,MSI-H
DQX1,0.0,5.511294048730907,5.83886129568905,MSI-H
COLCA1,0.0,4.899630293274628,4.987629505647413,MSI-H
ARSJ,0.0,5.326524486214172,6.060088446245166,MSI-H
GPC6,0.0,5.406078356902269,5.5077450187765935,MSI-H
SNX16,0.0,5.797743199182623,5.526664921520567,Non-MSI-H
IGLV3-10,0.0,4.40384278561303,4.702600320600275,MSI-H
KLF12,0.0,5.51505067920045,5.40419948488801,Non-MSI-H
GPT,0.0,5.411543783870871,5.0532624463979205,Non-MSI-H
B4GALNT2,0.0,3.7184426062301283,4.083504846957901,MSI-H
NLRP2,0.0,3.985851721665162,3.7299254680234135,Non-MSI-H
F5,0.0,4.564659864529215,5.026216981393685,MSI-H
ANOS1,0.0,5.262334831401624,5.506704534771649,MSI-H
CYP4F2,0.0,5.257108264983591,3.1474246562963546,Non-MSI-H
C3orf70,0.0,5.557660286505213,5.730164125721405,MSI-H
ENPP1,0.0,5.650912275321522,5.402672953474411,Non-MSI-H
LDHD,0.0,5.445396952770824,5.747790527905624,MSI-H
CSF3R,0.0,5.151861141511078,5.72397302027648,MSI-H
FABP6,0.0,5.5855809184326946,4.1549667352254485,Non-MSI-H
SPIRE1,0.0,5.548631472089778,5.842456919736233,MSI-H
ID4,0.0,5.604733682738797,4.850133535889456,Non-MSI-H
ATF7IP2,0.0,5.594269582282904,5.567855387317265,Non-MSI-H
LOC730101,0.0,5.723051862490305,5.165924468988712,Non-MSI-H
OSER1-DT,0.0,5.831991764433185,4.589579864369298,Non-MSI-H
HTR1D,0.0,5.266590490151622,5.719883753341644,MSI-H
GULP1,0.0,5.369736126339317,5.265273685363973,Non-MSI-H
DOC2B,0.0,5.113917805775157,5.4478623042432766,MSI-H
IFIT2,0.0,5.437315933678227,5.9398962968645455,MSI-H
